#/gcsv export of scid.eco
ECO,Opening,Moves
A08,"Reti:/gKIA, French Variation",1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 g6 7.e4 Bg7 *
A08,"Reti:/gKIA, French Variation",1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 Be7 7.e4 *
A08,"Reti:/gKIA, French Variation",1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 Be7 7.e4 O-O 8.Re1 *
A08,"Reti:/gKIA, French Variation",1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Bd6 6.Nbd2 Nge7 7.e4 *
A08,"Reti:/gKIA, French Variation",1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Bd6 6.Nbd2 Nge7 7.e4 O-O 8.Re1 *
A09a,"Reti:/g2.c4",1.Nf3 d5 2.c4 *
A09b,"Reti:/gAdvance Variation",1.Nf3 d5 2.c4 d4 *
A09c,"Reti:/gAdvance, Anglo-Polish Attack",1.Nf3 d5 2.c4 d4 3.b4 *
A09c,"Reti:/gAdvance, Anglo-Polish, 3...g6",1.Nf3 d5 2.c4 d4 3.b4 g6 *
A09d,"Reti:/gAdvance, 3.e3",1.Nf3 d5 2.c4 d4 3.e3 *
A09e,"Reti:/gAdvance, 3.e3 c5",1.Nf3 d5 2.c4 d4 3.e3 c5 *
A09f,"Reti:/gAdvance, 3.e3 Nc6",1.Nf3 d5 2.c4 d4 3.e3 Nc6 *
A09f,"Reti:/gAdvance, 3.e3 Nc6 4.exd4 Nxd4",1.Nf3 d5 2.c4 d4 3.e3 Nc6 4.exd4 Nxd4 *
A09g,"Reti:/gAdvance, 3.g3",1.Nf3 d5 2.c4 d4 3.g3 *
A09h,"Reti:/gAdvance, 3.g3 Nc6",1.Nf3 d5 2.c4 d4 3.g3 Nc6 *
A09h,"Reti:/gAdvance, 3.g3 Nc6 4.Bg2 e5",1.Nf3 d5 2.c4 d4 3.g3 Nc6 4.Bg2 e5 *
A09i,"Reti:/gAdvance, 3.g3 g6",1.Nf3 d5 2.c4 d4 3.g3 g6 *
A09i,"Reti:/gAdvance, 3.g3 g6 4.Bg2 Bg7",1.Nf3 d5 2.c4 d4 3.g3 g6 4.Bg2 Bg7 *
A09j,"Reti:/gAdvance, 3.g3 c5",1.Nf3 d5 2.c4 d4 3.g3 c5 *
A09j,"Reti:/gAdvance, 3.g3 c5 4.Bg2 Nc6",1.Nf3 d5 2.c4 d4 3.g3 c5 4.Bg2 Nc6 *
A09j,"Reti:/gAdvance, 3.g3 c5 4.Bg2 Nc6 5.d3 e5",1.Nf3 d5 2.c4 d4 3.g3 c5 4.Bg2 Nc6 5.d3 e5 *
A09k,"Reti:/gAccepted",1.Nf3 d5 2.c4 dxc4 *
A09l,"Reti:/gAccepted, 3.g3",1.Nf3 d5 2.c4 dxc4 3.g3 *
A09m,"Reti:/gAccepted, 3.g3 e6",1.Nf3 d5 2.c4 dxc4 3.g3 e6 *
A09n,"Reti:/gAccepted, 3.Qa4+",1.Nf3 d5 2.c4 dxc4 3.Qa4+ *
A09o,"Reti:/gAccepted, 3.Na3",1.Nf3 d5 2.c4 dxc4 3.Na3 *
A09p,"Reti:/gAccepted, 3.Na3 a6",1.Nf3 d5 2.c4 dxc4 3.Na3 a6 *
A09q,"Reti:/gAccepted, 3.Na3 c5",1.Nf3 d5 2.c4 dxc4 3.Na3 c5 *
A09r,"Reti:/gAccepted, 3.e3",1.Nf3 d5 2.c4 dxc4 3.e3 *
A09s,"Reti:/gAccepted, Keres Variation",1.Nf3 d5 2.c4 dxc4 3.e3 Be6 *
A09t,"Reti:/gAccepted, 3.e3 Nf6",1.Nf3 d5 2.c4 dxc4 3.e3 Nf6 *
A09u,"Reti:/gAccepted, 3.e3 Nf6 4.Bxc4 e6",1.Nf3 d5 2.c4 dxc4 3.e3 Nf6 4.Bxc4 e6 *
A10,"English",1.c4/g*
A10,"English:/g1...g5",1.c4 g5 *
A10,"English:/g1...g5 2.d4",1.c4 g5 2.d4 *
A10,"English:/gMyers Gambit",1.c4 g5 2.d4 Bg7 *
A10,"English:/g1...Nc6",1.c4 Nc6 *
A10,"English:/g1...Nc6 2.Nc3",1.c4 Nc6 2.Nc3 *
A10,"English:/gJaenisch Gambit",1.c4 b5 *
A10,"English:/gVector",1.c4 d5 *
A10,"English:/g1...b6",1.c4 b6 *
A10,"English:/g1...b6 2.Nf3",1.c4 b6 2.Nf3 *
A10,"English:/g1...b6 2.Nf3 Bb7",1.c4 b6 2.Nf3 Bb7 *
A10,"English:/g1...b6 2.Nc3",1.c4 b6 2.Nc3 *
A10,"English:/g1...b6 2.Nc3 e6",1.c4 b6 2.Nc3 e6 *
A10,"English:/g1...b6 2.Nc3 e6 3.e4",1.c4 b6 2.Nc3 e6 3.e4 *
A10,"English:/g1...b6 2.Nc3 Bb7",1.c4 b6 2.Nc3 Bb7 *
A10,"English:/g1...b6 2.Nc3 Bb7 3.e4",1.c4 b6 2.Nc3 Bb7 3.e4 *
A10,"English:/g1...b6 2.Nc3 Bb7 3.e4 e6",1.c4 b6 2.Nc3 Bb7 3.e4 e6 *
A10,"English:/g1...d6",1.c4 d6 *
A10,"English:/g1...d6",1.c4 d6 2.Nc3 *
A10,"English:/g1...d6",1.c4 d6 2.Nf3 *
A10,"English:/g1...g6",1.c4 g6 *
A10,"English:/g1...g6 2.g3",1.c4 g6 2.g3 *
A10,"English:/g1...g6 2.Nc3",1.c4 g6 2.Nc3 *
A10,"English:/g1...g6 2.Nc3 Bg7",1.c4 g6 2.Nc3 Bg7 *
A10,"English:/g1...g6 2.Nc3 Bg7 3.g3",1.c4 g6 2.Nc3 Bg7 3.g3 *
A10,"English:/g1...g6",1.c4 g6 2.Nf3 *
A10,"English:/g1...g6",1.c4 g6 2.Nf3 Bg7 *
A10,"English:/g1...g6 2.e4",1.c4 g6 2.e4 *
A10,"English:/gAdorjan Defence",1.c4 g6 2.e4 e5 *
A10,"English:/gAnglo-Dutch",1.c4 f5 *
A10,"English:/gWade Gambit",1.c4 f5 2.g4 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.g3 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.g3 Nf6 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.g3 Nf6 3.Bg2 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nc3 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nc3 Nf6 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nc3 Nf6 3.g3 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nc3 Nf6 3.g3 g6 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 e6 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.Nc3 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 c6 5.O-O d5 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O O-O *
A10,"English:/gAnglo-Dutch",1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O O-O 6.Nc3 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bf5 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bf5 5.O-O *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bf5 5.O-O e6 6.d3 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bg4 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bg4 5.O-O *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.Nc3 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.Nc3 d5 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.Nf3 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.Nf3 Nf6 *
A11,"English:/gCaro-Kann Defence",1.c4 c6 2.Nf3 d5 *
A11,"English:/gCaro-Kann Defence, 3.g3",1.c4 c6 2.Nf3 d5 3.g3 *
A11,"English:/gCaro-Kann Defence, 3.g3 Bg4",1.c4 c6 2.Nf3 d5 3.g3 Bg4 *
A11,"English:/gCaro-Kann Defence, 3.g3 Bg4",1.c4 c6 2.Nf3 d5 3.g3 Bg4 4.Bg2 *
A11,"English:/gCaro-Kann Defence, 3.e3",1.c4 c6 2.Nf3 d5 3.e3 *
A11,"English:/gCaro-Kann Defence, 3.e3 Nf6",1.c4 c6 2.Nf3 d5 3.e3 Nf6 *
A11,"English:/gCaro-Kann Defence, 3.e3 Nf6 4.Nc3",1.c4 c6 2.Nf3 d5 3.e3 Nf6 4.Nc3 *
A12,"English:/gCaro-Kann Defence, 3.b3",1.c4 c6 2.Nf3 d5 3.b3 *
A12,"English:/gTorre Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 *
A12,"English:/gTorre Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 5.Bg2 *
A12,"English:/gTorre Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 5.Bg2 e6 *
A12,"English:/gTorre Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 5.Bg2 e6 6.Bb2 *
A12,"English:/gLondon Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 *
A12,"English:/gLondon Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 5.Bg2 *
A12,"English:/gLondon Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 5.Bg2 e6 *
A12,"English:/gLondon Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 5.Bg2 e6 6.Bb2 *
A12,"English:/gCaro-Kann Defence, 3.b3",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 *
A12,"English:/gBled Variation",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 g6 *
A12,"English:/gBled Variation",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 g6 5.e3 Bg7 *
A12,"English:/gNew York/London Defence",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 Bf5 *
A12,"English:/gCapablanca",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 Bg4 *
A12,"English:/gBogoljubow Variation",1.c4 c6 2.Nf3 d5 3.b3 Bg4 *
A13a,"English:/g1...e6",1.c4 e6 *
A13b,"English:/g1...e6 2.g3",1.c4 e6 2.g3 *
A13c,"English:/g1...e6 2.g3 d5",1.c4 e6 2.g3 d5 *
A13d,"English:/g1...e6 2.g3 d5",1.c4 e6 2.g3 d5 3.Bg2 *
A13e,"English:/g1...e6 2.Nc3",1.c4 e6 2.Nc3 *
A13f,"English:/g1...e6 2.Nc3 Bb4",1.c4 e6 2.Nc3 Bb4 *
A13g,"English:/g1...e6 2.Nc3 d5",1.c4 e6 2.Nc3 d5 *
A13h,"English:/g1...e6 2.Nf3",1.c4 e6 2.Nf3 *
A13i,"English:/g1...e6 2.Nf3 Nf6",1.c4 e6 2.Nf3 Nf6 *
A13j,"English:/g1...e6 2.Nf3 Nf6 3.g3",1.c4 e6 2.Nf3 Nf6 3.g3 *
A13k,"English:/gRomanishin Gambit",1.c4 e6 2.Nf3 Nf6 3.g3 a6 4.Bg2 b5 *
A13l,"English:/g1...e6 2.Nf3 d5",1.c4 e6 2.Nf3 d5 *
A13m,"English:/gAgincourt Variation",1.c4 e6 2.Nf3 d5 3.b3 *
A13n,"English:/gWimpey System",1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3 *
A13n,"English:/gWimpey System",1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3 Nc6 *
A13o,"English:/gAgincourt Variation",1.c4 e6 2.Nf3 d5 3.g3 *
A13p,"English:/gKurajica Defence",1.c4 e6 2.Nf3 d5 3.g3 c6 *
A13q,"English:/gKurajica Defence",1.c4 e6 2.Nf3 d5 3.g3 c6 4.Qc2 *
A13r,"English:/gNeo-Catalan",1.c4 e6 2.Nf3 d5 3.g3 Nf6 *
A13s,"English:/gNeo-Catalan",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 *
A13s,"English:/gNeo-Catalan, 4...c6",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6 *
A13s,"English:/gNeo-Catalan, 4...c6 5.b3",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6 5.b3 *
A13t,"English:/gNeo-Catalan, 4...c5",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 *
A13t,"English:/gNeo-Catalan, 4...c5 5.O-O",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 5.O-O *
A13u,"English:/gNeo-Catalan Accepted",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 *
A13v,"English:/gNeo-Catalan Accepted, 5.Qa4+",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ *
A13v,"English:/gNeo-Catalan Accepted, 5.Qa4+ Nbd7",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 *
A13v,"English:/gNeo-Catalan Accepted, 5.Qa4+ Nbd7 6.O-O",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.O-O *
A13w,"English:/gNeo-Catalan Accepted, 5.Qa4+ Nbd7 6.Qxc4",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 *
A13w,"English:/gNeo-Catalan Accepted, 5.Qa4+ Nbd7 6.Qxc4 a6",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 a6 *
A13w,"English:/gNeo-Catalan Accepted, 5.Qa4+ Nbd7 6.Qxc4 c5",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 c5 *
A14,"English:/gNeo-Catalan Declined",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 *
A14,"English:/gNeo-Catalan Declined",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O *
A14,"English:/gNeo-Catalan Declined, 5...c6",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c6 *
A14,"English:/gNeo-Catalan Declined, 5...c5",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c5 *
A14,"English:/gNeo-Catalan Declined, 5...O-O",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 b6",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 b6 7.Bb2 Bb7",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 7.Bb2 Bb7 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 b6 7.Bb2 Bb7 8.e3",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 7.Bb2 Bb7 8.e3 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 c5",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 c5 7.Bb2",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 c5 7.Bb2 Nc6",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 Nc6 *
A14,"English:/gNeo-Catalan Declined, 5...O-O 6.b3 c5 7.Bb2 Nc6 8.e3",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 Nc6 8.e3 *
A15,"English:/gAnglo-Indian",1.c4 Nf6 *
A15,"English:/gAnglo-Indian, Polish",1.c4 Nf6 2.b4 *
A15,"English:/gAnglo-Indian, 2.g3",1.c4 Nf6 2.g3 *
A15,"English:/gAnglo-Indian, 2.g3 e6",1.c4 Nf6 2.g3 e6 *
A15,"English:/gAnglo-Indian, 2.g3 e6",1.c4 Nf6 2.g3 e6 3.Bg2 *
A15,"English:/gAnglo-Indian, 2.g3 g6",1.c4 Nf6 2.g3 g6 *
A15,"English:/gAnglo-Indian, 2.g3 g6",1.c4 Nf6 2.g3 g6 3.Bg2 Bg7 *
A15,"English:/gAnglo-Indian, 2.Nf3",1.c4 Nf6 2.Nf3 *
A15,"English:/gAnglo-Indian, 2.Nf3 g6",1.c4 Nf6 2.Nf3 g6 *
A15,"English:/gAnglo-Indian, 2.Nf3 g6",1.c4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 *
A15,"English:/gAnglo-Indian, 2.Nf3 g6",1.c4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O *
A16,"English:/gAnglo-Indian, 2.Nc3",1.c4 Nf6 2.Nc3 *
A16,"English:/gAnglo-Indian, 2.Nc3 Nc6",1.c4 Nf6 2.Nc3 Nc6 *
A16,"English:/gAnglo-Indian, 2.Nc3 c6",1.c4 Nf6 2.Nc3 c6 *
A16,"English:/gAnglo-Indian, 2.Nc3 c6 3.e4",1.c4 Nf6 2.Nc3 c6 3.e4 *
A16,"English:/gAnglo-Indian, 2.Nc3 c6 3.e4 d5",1.c4 Nf6 2.Nc3 c6 3.e4 d5 *
A16,"English:/gAnglo-Indian, 2.Nc3 c6 3.e4 e5",1.c4 Nf6 2.Nc3 c6 3.e4 e5 *
A16,"English:/gAnglo-Indian, 2.Nc3 d6",1.c4 Nf6 2.Nc3 d6 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6",1.c4 Nf6 2.Nc3 g6 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.e4",1.c4 Nf6 2.Nc3 g6 3.e4 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 5.e4 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 5.Nf3 *
A16,"English:/gAnglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 5.Nf3 d6 6.O-O *
A16,"English:/gAnglo-Gruenfeld",1.c4 Nf6 2.Nc3 d5 *
A16,"English:/gAnglo-Gruenfeld",1.c4 Nf6 2.Nc3 d5 3.Nf3 *
A16,"English:/gAnglo-Gruenfeld",1.c4 Nf6 2.Nc3 d5 3.Nf3 g6 *
A16,"English:/gAnglo-Gruenfeld",1.c4 Nf6 2.Nc3 d5 3.Nf3 g6 4.Qa4+ *
A16,"English:/gAnglo-Gruenfeld",1.c4 Nf6 2.Nc3 d5 3.Nf3 g6 4.g3 *
A16,"English:/gAnglo-Gruenfeld, 3.cxd5",1.c4 Nf6 2.Nc3 d5 3.cxd5 *
A16,"English:/gAnglo-Gruenfeld, Smyslov Variation",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3 *
A16,"English:/gAnglo-Gruenfeld, Smyslov Variation",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3 6.bxc3 *
A16,"English:/gAnglo-Gruenfeld, Smyslov Variation",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3 6.bxc3 Bg7 *
A16,"English:/gAnglo-Gruenfeld, Smyslov, 7.Rb1",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3 6.bxc3 Bg7 7.Rb1 *
A16,"English:/gAnglo-Gruenfeld, Czech Variation",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nb6 *
A16,"English:/gAnglo-Gruenfeld, 4.Nf3",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 *
A16,"English:/gAnglo-Gruenfeld, 4.Nf3 g6",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 *
A16,"English:/gAnglo-Gruenfeld, 4.Nf3 g6 5.g3",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.g3 *
A16,"English:/gAnglo-Gruenfeld, 4.Nf3 g6 5.g3",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.g3 Bg7 *
A16,"English:/gAnglo-Gruenfeld, Korchnoi Variation",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.g3 Bg7 6.Bg2 e5 *
A16,"English:/gAnglo-Gruenfeld, Andersson-Boeoek Variation",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.e4 *
A16,"English:/gAnglo-Gruenfeld, Andersson-Boeoek, Queenswap",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.e4 Nxc3 6.dxc3 Qxd1+ 7.Kxd1 *
A16,"English:/gAnglo-Gruenfeld, 4.Nf3 g6 5.Qa4+",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.Qa4+ *
A17,"English:/gAnglo-Indian, 2.Nc3 e6",1.c4 Nf6 2.Nc3 e6 *
A17,"English:/gAnglo-Indian, 2.Nc3 e6 3.g3",1.c4 Nf6 2.Nc3 e6 3.g3 *
A17,"English:/gAnglo-Indian, 2.Nc3 e6 3.Nf3",1.c4 Nf6 2.Nc3 e6 3.Nf3 *
A17,"English:/gAnglo-Indian, 2.Nc3 e6 3.Nf3 d5",1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 *
A17,"English:/gAnglo-Queen's Indian",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 *
A17,"English:/gAnglo-Queen's Indian, 4.e4",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.e4 *
A17,"English:/gAnglo-Queen's Indian, Romanishin",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.e4 Bb7 5.Bd3 *
A17,"English:/gAnglo-Queen's Indian, 4.g3",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.g3 *
A17,"English:/gAnglo-Queen's Indian, 4.g3",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 *
A17,"English:/gAnglo-Queen's Indian, 4.g3",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O *
A17,"English:/gAnglo-Queen's Indian, 4.g3",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Re1 *
A17,"English:/gNimzo-English",1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4 *
A17,"English:/gNimzo-English, 4.g3",1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4 4.g3 *
A17,"English:/gNimzo-English, 4.Qc2",1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4 4.Qc2 *
A17,"English:/gNimzo-English, 4.Qc2 O-O",1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4 4.Qc2 O-O *
A18,"English:/gMikenas",1.c4 Nf6 2.Nc3 e6 3.e4 *
A18,"English:/gMikenas, Kevitz Defence",1.c4 Nf6 2.Nc3 e6 3.e4 Nc6 *
A18,"English:/gMikenas, 3...d6",1.c4 Nf6 2.Nc3 e6 3.e4 d6 *
A18,"English:/gMikenas, 3...d6 4.d4 Be7",1.c4 Nf6 2.Nc3 e6 3.e4 d6 4.d4 Be7 *
A18,"English:/gMikenas, French Variation",1.c4 Nf6 2.Nc3 e6 3.e4 d5 *
A18,"English:/gMikenas, French, 4.cxd5",1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.cxd5 *
A18,"English:/gMikenas, Flohr Variation",1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 *
A18,"English:/gMikenas, Flohr, 4...Ne4",1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 Ne4 *
A18,"English:/gMikenas, Flohr, 4...d4",1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 d4 *
A18,"English:/gMikenas, Flohr, 7.Nf3",1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 d4 5.exf6 dxc3 6.bxc3 Qxf6 7.Nf3 *
A18,"English:/gMikenas, Flohr, 7.d4",1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 d4 5.exf6 dxc3 6.bxc3 Qxf6 7.d4 *
